symbol;name;country;currency
00000020;BOLSA BILBAO INDEX;Spain;EUR
000001;SSE Composite Index;China;CNY
000002;SSE A Share Index;China;CNY
000003;SSE B Share Index;China;USD
000004;SSE Industrial Index;China;CNY
000005;SSE Commercial Index;China;CNY
000006;SSE Real Estate Index;China;CNY
000007;Quanxinhao;China;CNY
000008;SSE Conglomerates Index;China;CNY
000009;SSE 380 Index;China;CNY
000010;Ecobeauty;China;CNY
000011;SSE Fund Index;China;CNY
000012;CSG;China;CNY
000013;SSE Corporate Bond Index;China;CNY
000015;SSE Dividend Index;China;CNY
000016;SSE 50 Index;China;CNY
000017;CBC;China;CNY
000018;SSE 180 Financials Index;China;CNY
000019;SBSY;China;CNY
000020;HUAFA;China;CNY
000021;KAIFA;China;CNY
000022;Chiwan Wharf;China;CNY
000025;TELLUS;China;CNY
000026;FIYTA;China;CNY
000027;SSE 180 Transportation Index;China;CNY
000028;Sinopharm Accord;China;CNY
000029;SPG;China;CNY
000030;SSE 180 relative Growth Index;China;CNY
000031;SSE 180 relative Value Index;China;CNY
000032;SSE Energy Sector Index;China;CNY
000034;Digital China;China;CNY
000035;SSE Consumer Discretionary Sect;China;CNY
000037;Shenzhen Nanshan Power;China;CNY
000038;SSE Financials Sector Index;China;CNY
000039;CIMC;China;CNY
000040;SSE Telecommunication Services ;China;CNY
000041;SSE Utilities Sector Index;China;CNY
000042;SSE Central State-owned Enterpr;China;CNY
000043;AVIC REAL ESTATE;China;CNY
000044;SSE MidCap Index;China;CNY
000045;SSE SmallCap Index;China;CNY
000046;OCEANWIDE HOLDINGS;China;CNY
000047;SSE Large and Mid and Small Cap;China;CNY
000048;SSE Social Responsibility Index;China;CNY
000049;Desay Battery;China;CNY
000050;Tianma;China;CNY
000051;SSE 180 Equal Weight Index Inde;China;CNY
000052;SSE50 Fundamental Weighted Inde;China;CNY
000053;SSE180 Fundamental Weighted  In;China;CNY
000054;SSE Overseas-listing A shares I;China;CNY
000055;CFGC;China;CNY
000056;SSE State-owned Enterprises 100;China;CNY
000057;SSE Large and Mid and Small Cap;China;CNY
000058;Shenzhen SEG;China;CNY
000059;SSE Large and Mid and Small Cap;China;CNY
000060;NONFEMET;China;CNY
000061;SSE Corporate Bond 30 Index;China;CNY
000062;SSE Shanghai Local Company Inde;China;CNY
000063;ZTE;China;CNY
000064;SSE non-Cyclical Industry 100 I;China;CNY
000065;SSE Industry Top Index;China;CNY
000066;GREATWALL COMPUTER;China;CNY
000067;SSE Emerging Industries Index;China;CNY
000068;SSE Natural Resource Index;China;CNY
000069;OCT;China;CNY
000070;SDGI;China;CNY
000071;SSE Materials Sector Equal Weig;China;CNY
000072;SSE Industrials Sector Equal We;China;CNY
000073;SSE Consumer Discretionary Sect;China;CNY
000074;SSE Consumer Staples Sector Equ;China;CNY
000075;SSE Health Care Sector Equal We;China;CNY
000076;SSE Financials Sector Equal Wei;China;CNY
000078;SSE Telecommunication Services ;China;CNY
000079;SSE Utilities Sector Equal Weig;China;CNY
000090;Tagen Group;China;CNY
000091;SSE Wealth Mid-Small Index;China;CNY
000092;SSE Resource 50 index Index;China;CNY
000093;SSE 180 Sector Equal Weight Ind;China;CNY
000094;SSE Upstream Industry Index Ind;China;CNY
000095;SSE Midstream Industry Index In;China;CNY
000098;SSEF 200 Index;China;CNY
000099;COHC;China;CNY
000100;TCL Corp.;China;CNY
000101;SSE 5-Year Credit Bond Index In;China;CNY
000102;SSE Investment Commodity Index ;China;CNY
000103;SSE Consume Commodity Index Ind;China;CNY
000104;SSE 380 Energy Index Index;China;CNY
000105;SSE 380 Materials Index Index;China;CNY
000106;SSE 380 Industrials Index Index;China;CNY
000107;SSE 380 Consumer Discretionary ;China;CNY
000108;SSE 380 Consumer Staples Index ;China;CNY
000110;SSE 380 Financials Index Index;China;CNY
000111;SSE 380 Information Technology ;China;CNY
000112;SSE 380 Telecommunication Servi;China;CNY
000114;SSE Sustainable Development Ind;China;CNY
000115;SSE 380 Equal Weight Index;China;CNY
000116;SSE Credit Bond 100 Index;China;CNY
000117;SSE 380 Growth Index Index;China;CNY
000118;SSE 380 Value Index Index;China;CNY
000119;SSE 380 Relative Growth Index I;China;CNY
000120;SSE 380 Relative Value Index In;China;CNY
000121;SSE Health Care theme Index Ind;China;CNY
000123;SSE 180 Dynamic Index;China;CNY
000125;SSE 180 Stability Index;China;CNY
000126;SSE Consumer 50 Index Index;China;CNY
000128;SSE380 Fundamental Weighted Ind;China;CNY
000129;SSE180 Volatility Weighted Inde;China;CNY
000130;SSE380 Volatility Weighted Inde;China;CNY
000132;SSE 100 Index;China;CNY
000133;SSE 150 Index;China;CNY
000134;SSE Banks Index;China;CNY
000135;SSE 180 High Beta Index;China;CNY
000136;SSE 180 Low Beta Index;China;CNY
000138;SSE 380 Low Beta Index;China;CNY
000139;SSE Convertible Bond Index;China;CNY
000141;SSE 380 Dynamic Index;China;CNY
000142;SSE 380 Stability Index;China;CNY
000145;SSE Select Resources Industries;China;CNY
000146;SSE Select Manufacturing Indust;China;CNY
000149;SSE 180 Dividend Index;China;CNY
000150;SSE 380 Dividend Index;China;CNY
000151;COMPLANT;China;CNY
000152;SSE Central State-owned Enterpr;China;CNY
000153;FENGYUAN PHARMACEUTICAL;China;CNY
000155;SSE Market Value Top 100 Index;China;CNY
000158;CSTEX;China;CNY
000300;CSI 300 Index;China;CNY
000901;CSI Southern Well-Off Industry ;China;CNY
000902;XYF;China;CNY
000903;YUNNEI POWER;China;CNY
000904;CSI 200 Index;China;CNY
000905;XMPD;China;CNY
000906;CSI 800 Index;China;CNY
000907;CSI 700 Index;China;CNY
000908;Jingfeng Pharmaceutical;China;CNY
000909;SOYEA;China;CNY
000911;NNSUGAR;China;CNY
000913;QIANJIANG MOTOR;China;CNY
000914;CSI 300 Financials Index;China;CNY
000915;SHANDA WIT;China;CNY
000916;Huabei Expressway;China;CNY
000917;TIK;China;CNY
000918;Calxon;China;CNY
000919;JINLING PHARM.;China;CNY
000920;SOUTH HUITON;China;CNY
000921;CSI 300 Relative Value Index;China;CNY
000922;JEMC;China;CNY
000923;XCMC;China;CNY
000925;United;China;CNY
000926;CSI Central State-owned Enterpr;China;CNY
000927;CSI Central State-owned Enterpr;China;CNY
000928;SINOSTEEL ENTEC;China;CNY
000929;LANZHOU HUANGHE;China;CNY
000930;COFCO BIOCHEMICAL;China;CNY
000931;Beijing Centergate;China;CNY
000934;CSI Financials index;China;CNY
000935;SHM;China;CNY
000936;H.X.C.;China;CNY
000937;JZEG;China;CNY
000938;CSI Private-owned Enterprises C;China;CNY
000939;KAIDI ECOLOGICAL;China;CNY
000940;CSI Wealth Large Cap Index;China;CNY
000941;CSI CN Mainland New Energy Inde;China;CNY
000942;CSI China Mainland Consumer Ind;China;CNY
000943;CSI China Mainland Infrastructu;China;CNY
000944;CSI China Mainland Natural Reso;China;CNY
000945;CSI China Mainland Transportati;China;CNY
000946;CSI China Mainland Financials I;China;CNY
000947;CSI China Mainland Banks Index;China;CNY
000948;NANTIAN;China;CNY
000950;CSI 300 Infrastructure Index;China;CNY
000951;CNHTC-JNTC;China;CNY
000952;CSI 300 Real Estate Index;China;CNY
000964;CSI Emerging Industries Index;China;CNY
000965;T.B Infrastructure;China;CNY
000966;CYDL;China;CNY
000967;Infore Environment;China;CNY
000970;CSI ECPI ESG China 40 Index;China;CNY
0016C;FTCOM/CITI P-WT 16;Netherlands;EUR
0017C;PUBLI/CITI P-WT 16;Netherlands;EUR
1010;S&P/CSE Energy Industry Group I;Sri Lanka;LKR
10WU;BARCLAYS BANK PLC IDX LKD NTS 1;United Kingdom;EUR
1510;S&P/CSE Materials Industry Grou;Sri Lanka;LKR
17AB;WESTPAC BANKING CORPORATION FLT;United Kingdom;EUR
18MH;Amundi ETF MSCI EMU DR A/I;Germany;EUR
18MQ;Amundi ETF MSCI World ex Europe EUR A/I;Germany;EUR
18MT;Amundi ETF Euro Corporates C;Germany;EUR
18MV;Amundi ETF GvtBd EuroMTS Broad Inv Grd;Germany;EUR
2010;S&P/CSE Capital Goods Industry ;Sri Lanka;LKR
2030;S&P/CSE Transportation Industry;Sri Lanka;LKR
2030704;JIM ROGERS ENERGY;Netherlands;USD
21284890;AMX X5 SHORT GR;Netherlands;EUR
23981283;EN PEA PME EURZONE;Netherlands;EUR
23981286;EN PEA PME EURZ NR;Netherlands;EUR
2510;S&P/CSE Automobiles & Component;Sri Lanka;LKR
2520;S&P/CSE Consumer Durables & App;Sri Lanka;LKR
2550;S&P/CSE Retailing Industry Grou;Sri Lanka;LKR
2N77Z;ILIAD/COBA WT OPEN;Netherlands;EUR
3010;S&P/CSE Food & Staples Retailin;Sri Lanka;LKR
30756789;AEX ALL-TRAD NR;Netherlands;EUR
30756893;AEX ALL-TRAD AW NR;Netherlands;EUR
33DP;HSBC Bank plc MKT ACC NTS 30/12/16;United Kingdom;USD
3711C;BABA/CITI WT-16;Netherlands;EUR
399001;Shenzhen Component;China;CNY
399002;Shenzhen Component R;China;CNY
399003;SZSE COMPONENT B;China;CNY
399004;Shenzhen 100 Index R;China;CNY
399005;SZSE SME PRICE INDEX;China;CNY
399006;CHINEXT PRICE INDEX;China;CNY
399007;SZSE 300 PRICE INDEX;China;CNY
399008;SZSE SME 300 PRICE;China;CNY
399009;SZSE 200 INDEX;China;CNY
399010;SZSE 700 INDEX;China;CNY
399011;SZSE 1000 INDEX;China;CNY
399012;SZSE CHINEXT 300;China;CNY
399013;SZSE SELECT INDEX;China;CNY
399015;SZSE SMID CAP INNO;China;CNY
399016;SZSE INNOVATION;China;CNY
399017;SZSE SME INNOVATION;China;CNY
399088;SZSE Innovation 100;China;CNY
399100;SZSE NEW INDEX;China;CNY
399101;SZSE SME COMPOSITE;China;CNY
399102;CHINEXT COMPOSITE;China;CNY
399103;SZSE LEFU FUND INDEX;China;CNY
399106;SZSE COMPOSITE INDEX;China;CNY
399107;SZSE A SHARE INDEX;China;CNY
399108;SZSE B SHARE INDEX;China;CNY
399231;AGRICULTURE INDEX;China;CNY
399232;MINING INDEX;China;CNY
399233;MANUFACTURING INDEX;China;CNY
399234;UTILITIES INDEX;China;CNY
399236;WHOLESALE RETAIL IDX;China;CNY
399237;TRANSPORTATION INDEX;China;CNY
399238;HOTEL & CATERING IDX;China;CNY
399239;IT INDEX;China;CNY
399240;FINANCE INDEX;China;CNY
399242;BUSINESS SERVICE IDX;China;CNY
399243;R&D INDEX;China;CNY
399244;EP INDEX;China;CNY
399248;MEDIA INDEX;China;CNY
399249;CONGLOMERATES INDEX;China;CNY
399282;SZSE Big Data 50;China;CNY
399283;SZSE Robot 50;China;CNY
399284;SZSE AI 50;China;CNY
399285;SZSE IOT 50;China;CNY
399286;SZSE BlockChain 50;China;CNY
399290;Convertible&Exchange;China;CNY
399292;SZSE NON-SOE DEV;China;CNY
399293;CHINEXT Large Cap;China;CNY
399294;SZSE SME&CHINEXT Q;China;CNY
399296;CHINEXT MOMENTUM G;China;CNY
399297;SZSE SINA 100 INDEX;China;CNY
399298;SZSE M-H CREDIT BOND;China;CNY
399299;SZSE M-L CREDIT BOND;China;CNY
399300;CSI 300 INDEX;China;CNY
399301;SZSE CREDIT BOND;China;CNY
399302;SZSE CORPORATE BOND;China;CNY
399303;CNI 2000 INDEX;China;CNY
399306;SZSE ETF INDEX;China;CNY
399307;SZSE CONV BOND INDEX;China;CNY
399310;CNI 50 INDEX;China;CNY
399311;CNI 1000 INDEX;China;CNY
399312;CNI 300 INDEX;China;CNY
399313;CNI 100 INDEX;China;CNY
399314;CNI LARGE CAP. INDEX;China;CNY
399315;CNI MID-CAP. INDEX;China;CNY
399316;CNI SMALL CAP. INDEX;China;CNY
399317;CNI A SHARE INDEX;China;CNY
399318;CNI B SHARE INDEX;China;CNY
399319;CNI RESOURCE INDEX;China;CNY
399320;CNI SERVICE INDEX;China;CNY
399321;CNI DIVIDEND INDEX;China;CNY
399322;CNI GOVERNANCE;China;CNY
399324;SZSE DIVIDEND PRICE;China;CNY
399326;SZSE GROWTH 40 PRICE;China;CNY
399328;SZSE CORP GOVERNANCE;China;CNY
399330;Shenzhen 100 Index;China;CNY
399333;SZSE SME RETURN;China;CNY
399335;SZSE CENTRAL SOE;China;CNY
399337;SZSE NON-SOE PRICE;China;CNY
399339;SZSE TECH PRICE;China;CNY
399341;SZSE CSR PRICE INDEX;China;CNY
399344;SZSE 300 INDEX;China;CNY
399346;SZSE300 GROWTH PRICE;China;CNY
399348;SZSE 300 VALUE PRICE;China;CNY
399351;Innovation DEMO;China;CNY
399352;Shenzhen Enterprises;China;CNY
399353;CNI LOGISTICS INDEX;China;CNY
399354;CNI ANALYST INDEX;China;CNY
399355;CNI YANGTZE INDEX;China;CNY
399356;CNI ZHUJIANG INDEX;China;CNY
399357;CNI BOHAI INDEX;China;CNY
399358;CNI EP Index;China;CNY
399359;CNI INFRASTRUCTURE;China;CNY
399360;CNI NG HARDWARE;China;CNY
399361;CNI COMMERCIAL CHAIN;China;CNY
399362;CNI POEs 100;China;CNY
399363;CNI COMPUTER INDEX;China;CNY
399364;CNI Consumer 100;China;CNY
399366;CNI COMMODITY;China;CNY
399367;CNI 1000 Real Estate;China;CNY
399368;CNI DEFENSE INDEX;China;CNY
399370;CNI GROWTH INDEX;China;CNY
399371;CNI VALUE INDEX;China;CNY
399372;CNI LARGE CAP.GROWTH;China;CNY
399373;CNI LARGE CAP.VALUE;China;CNY
399374;CNI MID-CAP. GROWTH;China;CNY
399375;CNI MID-CAP. VALUE;China;CNY
399376;CNI SMALL CAP.GROWTH;China;CNY
399377;CNI SMALL CAP.VALUE;China;CNY
399378;CNI Low-Carbon 50;China;CNY
399379;CNI FUND INDEX;China;CNY
399380;CNI ETF INDEX;China;CNY
399381;CNI 1000 ENERGY;China;CNY
399382;CNI 1000 MATERIALS;China;CNY
399383;CNI 1000 INDUSTRIALS;China;CNY
399384;CNI 1000 CONS DISC;China;CNY
399386;CNI 1000 HEALTH CARE;China;CNY
399387;CNI 1000 FINANCIALS;China;CNY
399388;CNI 1000 IT;China;CNY
399389;CNI COMMUNICATIONS;China;CNY
399390;CNI 1000 UTILITIES;China;CNY
399391;CNI INVESTMENT CLOCK;China;CNY
399392;CNI EMERGING INDEX;China;CNY
399393;CNI REAL ESTATE;China;CNY
399394;CNI HEALTH CARE;China;CNY
399395;CNI NON-FERROUS;China;CNY
399396;CNI FOOD & BEVERAGE;China;CNY
399399;CNI-CEI GDP INDEX;China;CNY
399400;CNI LARGE-MID CAP.;China;CNY
399401;CNI MID-SMALL CAP.;China;CNY
399402;CNI CYCLICAL 100;China;CNY
399404;CNI LARGE CAP. LV;China;CNY
399405;CNI LARGE CAP. HB;China;CNY
399406;CNI MID-CAP. LV;China;CNY
399407;CNI MID-CAP. HB;China;CNY
399408;CNI SMALL CAP. LV;China;CNY
399409;CNI SMALL CAP. HB;China;CNY
399410;SUZHOU LEADING INDEX;China;CNY
399411;CNI DIV. YIELD 100;China;CNY
399412;CNI NEW ENERGY INDEX;China;CNY
399413;CNI CONV BOND INDEX;China;CNY
399416;CNI BIG DATA 300;China;CNY
399417;CNI NEW ENERGY VEH.;China;CNY
399418;CNI NATL SECURITY;China;CNY
399419;CNI HSR INDEX;China;CNY
399420;CNI INS. & SE. INDEX;China;CNY
399427;PATENT INDEX;China;CNY
399428;CNI NP OFFERING;China;CNY
399429;NEW SILK ROAD INDEX;China;CNY
399431;CNI BANKS INDEX;China;CNY
399432;CNI AUTO&COMPONENTS;China;CNY
399433;CNI TRANSPORTATION;China;CNY
399435;CNI AGRI&FISHERY;China;CNY
399436;CNI COAL INDEX;China;CNY
399437;CNI Securities Top;China;CNY
399438;CNI ELEC-UTILITIES;China;CNY
399439;CNI OIL&GAS INDEX;China;CNY
399440;CNI FERROUS METALS;China;CNY
399441;CNI BIOMEDICINE IDX;China;CNY
399481;CNI CORPORATE BOND;China;CNY
399550;CCTV 50 INDEX;China;CNY
399551;CCTV 50 INNOVATION;China;CNY
399552;CCTV 50 GROWTH;China;CNY
399553;CCTV 50 RETURN;China;CNY
399554;CCTV 50 GOVERNANCE;China;CNY
399555;CCTV 50 CSR;China;CNY
399556;CCTV ECOLOGY;China;CNY
399602;SME300 GROWTH PRICE;China;CNY
399604;SME300 VALUE PRICE;China;CNY
399606;CHINEXT TRN INDEX;China;CNY
399608;SME-CHINEXT TEC 100P;China;CNY
399610;SZSE TMT50 PRICE IDX;China;CNY
399611;SME-CHINEXT 100 TRN;China;CNY
399612;SME-CHINEXT 100;China;CNY
399613;SZSE ENERGY INDEX;China;CNY
399614;SZSE MATERIALS INDEX;China;CNY
399616;SZSE CONS DISC;China;CNY
399619;SZSE FINANCIALS;China;CNY
399620;SZSE IT INDEX;China;CNY
399621;SZSE TELECOM INDEX;China;CNY
399622;SZSE UTILITIES INDEX;China;CNY
399623;SME PRIME MKT INDEX;China;CNY
399624;SME-CHINEXT 400;China;CNY
399625;SME-CHINEXT 500;China;CNY
399626;SME-CHINEXT GROWTH;China;CNY
399627;SME-CHINEXT VALUE;China;CNY
399628;SZSE 700 GROWTH;China;CNY
399629;SZSE 700 VALUE;China;CNY
399630;SZSE 1000 GROWTH;China;CNY
399631;SZSE 1000 VALUE;China;CNY
399632;Shenzhen 100 EW;China;CNY
399633;SZSE 300 EW INDEX;China;CNY
399634;SZSE SME EW INDEX;China;CNY
399637;SZSE REAL ESTATE;China;CNY
399639;SZSE COMMODITY PROD;China;CNY
399640;CHINEXT PRIME MARKET;China;CNY
399641;SZSE EMERGING;China;CNY
399642;SME EMERGING;China;CNY
399644;SZSE INVESTMENT CLK;China;CNY
399645;SZ100 LOW VOLATILITY;China;CNY
399646;SZSE CONSUMER 50;China;CNY
399647;SZSE HEALTH CARE 50;China;CNY
399649;SME DIVIDEND INDEX;China;CNY
399650;SME CORP GOVERNANCE;China;CNY
399651;SME CSR INDEX;China;CNY
399653;SZSE INDUSTRY TOP;China;CNY
399656;100 PERFORMANCE WT;China;CNY
399657;300 PERFORMANCE WT;China;CNY
399658;SME PERFORMANCE WT;China;CNY
399659;Shenzhen ComponentEW;China;CNY
399660;SME-CHINEXT 100 EW;China;CNY
399661;SZSE 300 LV;China;CNY
399662;SZSE 300 HB;China;CNY
399663;SME 300 LV;China;CNY
399664;SME 300 HB;China;CNY
399665;SME-CHINEXT 500 LV;China;CNY
399666;SME-CHINEXT 500 HB;China;CNY
399667;CHINEXT 300 GROWTH;China;CNY
399668;CHINEXT 300 VALUE;China;CNY
399670;SZSE CYCLICAL 50;China;CNY
399671;SZSE DEFENSIVE 50;China;CNY
399672;SZSE DIV. YIELD 50;China;CNY
399673;SZSE CHINEXT 50;China;CNY
399674;SZSE A HEALTH CARE;China;CNY
399675;SZSE A SFW&INTERNET;China;CNY
399676;SZSE A HEALTHCARE EW;China;CNY
399677;SZSE A SFW&INTNET EW;China;CNY
399679;SZSE 200 TRN;China;CNY
399680;SZSE 500 ENERGY;China;CNY
399681;SZSE 500 MATERIALS;China;CNY
399683;SZSE 500 CONS DISC;China;CNY
399685;SZSE 500 HEALTH CARE;China;CNY
399686;SZSE 500 FINANCIALS;China;CNY
399687;SZSE 500 IT;China;CNY
399689;SZSE 500 UTILITIES;China;CNY
399690;SZSE SME PATENT;China;CNY
399692;CHINEXT 300 LV;China;CNY
399693;SZSE SECURITY INDUS;China;CNY
399694;CHINEXT 300 HB;China;CNY
399695;SZSE EC INDEX;China;CNY
399696;SZSE VC INDEX;China;CNY
399697;SZSE Z NON-SOE 60;China;CNY
399699;CNI FinTech Index;China;CNY
399701;SZFI 60;China;CNY
399702;SZFI 120;China;CNY
399703;SZFI 200;China;CNY
399705;SZSE MIDSTREAM;China;CNY
399707;CSSW SECURITIES;China;CNY
399802;500 SZSE;China;CNY
399803;CSI INDUSTRY 4.0;China;CNY
399804;CSI SPORT;China;CNY
399806;ENVIRON-GOVERNANCE;China;CNY
399807;HIGH-SPEED RAILWAY;China;CNY
399808;CSI NEW ENERGY;China;CNY
399809;INSURANCE THEME;China;CNY
399811;CSSW ELECTRONICS;China;CNY
399812;CSI OLD-AGE INDUSTRY;China;CNY
399813;CSI DEFENSE SECURITY;China;CNY
399817;ECOLOGY 100;China;CNY
399901;WELL-OFF INDEX;China;CNY
399903;CSI 100 INDEX;China;CNY
399904;CSI 200 INDEX;China;CNY
399905;CSI 500 INDEX;China;CNY
399907;CSI 700 INDEX;China;CNY
399908;CSI 300 ENERGY;China;CNY
399909;CSI 300 MATERIALS;China;CNY
399910;CSI 300 INDUSTRIALS;China;CNY
399911;CSI 300 CONS DISC;China;CNY
399912;CSI 300 CONS STAPLES;China;CNY
399913;CSI 300 HEALTH CARE;China;CNY
399914;CSI 300 FINANCIALS;China;CNY
399916;CSI 300 TELECOM SVC;China;CNY
399917;CSI 300 UTILITIES;China;CNY
399919;CSI 300 VALUE;China;CNY
399920;CSI 300 R. GROWTH;China;CNY
399922;CSI DIVIDEND INDEX;China;CNY
399923;ENTERPRISE BOND;China;CNY
399927;CSI CENTRAL SOES 100;China;CNY
399928;CSI ENERGY INDEX;China;CNY
399931;CSI CONS DISC;China;CNY
399934;CSI FINANCIALS INDEX;China;CNY
399935;CSI IT;China;CNY
399938;CSI POES;China;CNY
399939;CSI POES 200;China;CNY
399944;CN RESOURCE;China;CNY
399945;CN TRANSPORTATION;China;CNY
399949;CN AGRICULTURE;China;CNY
399950;300 INFRASTRUCTURE;China;CNY
399951;300 BANKS;China;CNY
399952;300 REAL ESTATE;China;CNY
399953;CSI L SOES;China;CNY
399956;CSI SOES 200;China;CNY
399957;300 TRANSPORTATION;China;CNY
399958;INNOVATIVE&GROWING;China;CNY
399959;DEFENCE INDEX;China;CNY
399960;CSI INDUSTRY TOP;China;CNY
399961;CSI UPSTREAM;China;CNY
399963;CSI DOWNSTREAM;China;CNY
399964;CSI EMERGING;China;CNY
399965;800 REAL ESTATE;China;CNY
399966;800 FIN;China;CNY
399968;CSI300 CYCLICAL;China;CNY
399970;MOBILE INTERNET;China;CNY
399971;CSI MEDIA;China;CNY
399972;300 SZSE;China;CNY
399973;CSI DEFENSE;China;CNY
399974;CSI SOES REFORM;China;CNY
399975;ALL SHARE BROKERAGE;China;CNY
399976;NEW ENERGY VEHICLES;China;CNY
399977;MAINLAND L-C INDEX;China;CNY
399978;HEALTH CARE 100;China;CNY
399979;CSI COMMODITY;China;CNY
399982;CSI 500 EW;China;CNY
399983;300 REAL ESTATE EW;China;CNY
399986;CSI BANKS INDEX;China;CNY
399989;CSI MEDICAL SERVICE;China;CNY
399990;CSI COAL EW;China;CNY
399991;CSI OBOR;China;CNY
399992;CSWD M&A;China;CNY
399993;CSWD BIOTECHNOLOGY;China;CNY
399994;CSI INFO-SECURITY;China;CNY
399995;CONST-ENGINEERING;China;CNY
399996;CSI SMART HOME;China;CNY
399998;CSI COAL;China;CNY
4010;S&P/CSE Banks Industry Group In;Sri Lanka;LKR
4020;S&P/CSE Diversified Financials ;Sri Lanka;LKR
4030;S&P/CSE Insurance Industry Grou;Sri Lanka;LKR
4405S;NIKEI/SG WT 16;Netherlands;EUR
4406S;NIKEI/SG WT 16;Netherlands;EUR
4407S;NIKEI/SG WT 16;Netherlands;EUR
